country,CTY_CODE,ISO3,HS2,2024_tariff,2025_tariff_increase,2025_tariff,2024_imports,2024_duty,HS_Section,sector_description
Cyprus,4910.0,CYP,55,5.701779560645246,10.0,15.701779560645246,313667984.0,17884657.0,11,Textile & App.
Cyprus,4910.0,CYP,56,1.140063340745224,10.0,11.140063340745224,679574259.0,7747577.0,11,Textile & App.
Cyprus,4910.0,CYP,57,3.98265417212929,10.0,13.98265417212929,181521460.0,7229372.0,11,Textile & App.
Cyprus,4910.0,CYP,58,7.839802768377151,10.0,17.83980276837715,101530169.0,7959765.0,11,Textile & App.
Cyprus,4910.0,CYP,59,3.1472318961004544,10.0,13.147231896100454,516426515.0,16253140.0,11,Textile & App.
Cyprus,4910.0,CYP,60,10.05741358074997,10.0,20.05741358074997,104055520.0,10465294.0,11,Textile & App.
Cyprus,4910.0,CYP,64,10.468265114793638,10.0,20.46826511479364,2926217407.0,306324196.0,12,Footwear
Cyprus,4910.0,CYP,65,3.3134299694688383,10.0,13.313429969468839,153671846.0,5091809.0,12,Footwear
Cyprus,4910.0,CYP,66,5.293805623012614,16.098946639419523,21.392752262432136,10610042.0,561675.0,12,Footwear
Cyprus,4910.0,CYP,67,1.2735408536035835,10.0,11.273540853603583,16189037.0,206174.0,12,Footwear
Cyprus,4910.0,CYP,70,4.224989582784127,10.140407051575524,14.365396634359652,1654033593.0,69882747.0,13,Stone & Glass
Cyprus,4910.0,CYP,72,2.148661238050236,9.930282368652923,12.07894360670316,5548479811.0,119218035.0,15,Base Metals
Cyprus,4910.0,CYP,75,1.816766603210236,9.071960044271028,10.888726647481265,1000540574.0,18177487.0,15,Base Metals
Cyprus,4910.0,CYP,78,2.5204899015477134,10.0,12.520489901547712,15085480.0,380228.0,15,Base Metals
Cyprus,4910.0,CYP,79,1.3587824959622126,7.472316945529016,8.83109944149123,106112568.0,1441839.0,15,Base Metals
Cyprus,4910.0,CYP,80,0.4373124567074629,3.1508469137869928,3.5881593704944557,79431993.0,347366.0,15,Base Metals
Cyprus,4910.0,CYP,81,2.898798015436821,9.312735651057077,12.211533666493898,747767174.0,21676260.0,15,Base Metals
Cyprus,4910.0,CYP,86,1.25605922212973,10.0,11.25605922212973,432187902.0,5428536.0,17,Transportation Rq.
Denmark,4099.0,DNK,8,2.865497132335943,10.0,12.865497132335943,167195491.0,4790982.0,2,Vegetable Products
