"Use Table, After Redefinitions"
"Use Table, After Redefinitions"
"March 15, 2024"
,Commodities/Industries,111,112,113FF,211,212,213,2211,2212NW,23EH,23MR,23OC,23OR,23OT,23PC,23SF,23TH,321,327,3311IS,3313NF,332,33311,33312,33313,3332OM,3341,3342,3344,3345,334X,335,336111,336112,33612,3362BP,3364,3365AO,337,3391,3399,311,3121,3122,313TT,315AL,322,323,324,3251,3252,3254,325X,326,4231,4234,4236,4238,423X,4242,4244,4247,424X,425,42ID,441,445,452,444,446,447,448,454,4A0X,481,482,483,484,485,486,48A,492,493,5111,5112,512,515,5171,5172,5174OT,518,519,521CI,523,524113,5241XX,5242,525,HSO,HST,ORE,532RL,5411,5415,5412,5413,5416,5417,5418,541X,55,5613,5617,561X,562,61,6211,6212,6213,6214,6215OH,622,623,624,711AS,713,721,722,811,812,813,814,GFGD,GFGN,GFE,GSLGE,GSLGH,GSLGO,GSLE,,F010,F02E,F02N,F02R,F02S,F030,F040,F050,F06C,F06E,F06N,F06S,F07C,F07E,F07N,F07S,F10C,F10E,F10N,F10S,TOTFU,
335,"Electrical equipment, appliances, and components",1016,540,82,84,44,408,13,4,3394,6752,4140,6417,5610,1207,5049,2196,314,72,616,306,2105,285,441,108,10903,237,215,445,1754,9,8669,104,1566,102,3858,1343,685,91,574,172,698,364,0,28,1,363,62,102,394,208,14,228,733,251,10,5,5,61,1,41,8,18,2,0,337,102,637,56,1,100,24,87,57,1,245,21,121,145,2,120,2,178,0,4,0,4,788,2881,145,216,0,194,65,0,0,21,0,5,2,1685,217,0,2722,272,1739,96,459,8,2166,86,53,585,944,1011,407,9,2,0,0,4,702,702,490,41,305,714,367,2110,1625,82,0,1823,2790,37,400,303,588,3074,110706,40276,29920,0,6663,0,1413,29381,-100587,0,1032,0,0,0,537,0,0,0,1057,0,0,9692,120398
336111,Automobile manufacturing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20107,58608,0,0,0,3227,17269,-66987,0,29,0,0,0,77,0,0,0,436,0,0,32766,32780
336112,Light truck and utility vehicle manufacturing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,136403,173795,0,0,0,4900,30441,-130631,0,25,0,0,0,6,0,0,0,481,0,0,215420,215421
33612,Heavy duty truck manufacturing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,109,24,1,0,0,0,0,0,0,0,0,844,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,34,0,0,0,1941,0,22846,0,0,0,107,6220,-15249,0,817,0,0,0,320,0,0,0,12380,0,0,27441,29382
3362BP,"Motor vehicle body, trailer, and parts manufacturing",578,416,116,665,984,570,32,3,0,2269,0,16,1,3,0,0,1738,524,365,220,1475,3742,3849,330,4253,16,374,120,452,7,766,15350,93893,8739,53255,1530,2590,473,386,389,2647,2212,57,65,1,1314,160,199,250,227,54,899,600,341,136,412,879,2322,85,2480,242,1334,629,0,2257,2092,372,1275,799,390,121,1949,460,0,78,0,8036,782,1,236,9,2107,294,31,79,1057,158,186,6,40,168,132,18,0,0,0,0,0,0,0,1749,0,111,5,505,556,1534,453,588,639,462,10050,1988,1612,562,84,46,24,88,436,1520,136,2801,134,116,195,1081,19678,617,1155,0,6376,124,3898,3087,379,4776,1391,310123,33717,18136,0,0,0,1759,48952,-113011,0,42,0,0,0,53,0,0,0,11,0,0,-10341,299782
3364,Aerospace product and parts manufacturing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,57152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1692,0,0,0,0,0,762,1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41125,161,0,0,0,0,0,102310,927,52872,0,0,0,-5602,109183,-38240,0,20582,0,0,0,1789,0,0,0,64,0,0,141575,243885
3365AO,All other transportation equipment manufacturing,0,0,6,0,4,0,0,0,37,3,0,0,0,0,6,0,10,0,0,0,49,0,10,0,0,0,0,0,0,0,0,0,0,0,427,0,4870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1017,1948,11,57,0,438,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1843,0,0,1,0,28,1,47,0,0,0,0,0,0,0,0,0,0,24,0,0,294,0,0,0,5616,38,2,0,0,0,56,16850,21097,17942,0,0,0,700,8095,-10997,0,14524,0,0,0,102,0,0,0,455,0,0,51918,68768
337,Furniture and related products,0,0,0,0,0,0,0,0,58,1634,3123,5208,1128,179,5543,433,566,0,0,0,0,0,0,0,295,11,32,21,26,1,1,0,0,0,29,13,301,3819,169,3,0,0,0,0,0,0,0,0,0,0,0,0,314,2,0,0,0,180,0,350,0,146,0,0,161,0,0,6,0,0,173,198,845,0,0,0,0,0,0,0,0,0,0,1,0,0,20,126,2,268,0,0,0,0,0,0,0,2927,54,83,0,10,3,0,0,13,130,0,349,5,0,0,3,0,0,6,1,30,30,113,86,1,153,282,355,2,245,187,154,124,0,0,0,109,0,0,0,340,31180,46867,31589,0,598,0,530,3692,-43532,0,1,0,0,0,118,0,0,0,2984,0,0,42847,74027
3391,Medical equipment and supplies manufacturing,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,40,6,8,13,2,0,30,50,0,0,0,0,0,22,0,0,10,26,1,9,0,3490,1,0,0,0,0,0,0,0,0,0,0,0,41,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,41,0,38,0,320,1,0,220,0,206,7,9831,6833,26,1311,80,23428,637,204,0,4,0,0,4,0,0,0,736,191,0,2,3286,1,26,51264,19067,29207,0,0,0,312,18804,-35796,0,139,0,0,0,100,0,0,0,842,0,0,32675,83939
3399,Other miscellaneous manufacturing,33,61,1,15,25,21,0,0,168,89,106,142,7,21,98,785,17,49,2,3,39,83,6,356,1555,0,0,2,0,0,461,92,222,17,1673,130,0,15,3,4159,29,9,0,9,81,0,4,2,302,10,0,18,54,1,26,35,8,167,118,267,15,90,3,0,551,107,7,55,15,11,434,466,9,0,1,0,7,21,0,109,56,128,2,3,2,0,43,97,6,69,5,101,19,0,0,8,0,0,0,227,49,13,33,167,273,131,61,311,353,10,67,1203,94,11,325,24,11,0,43,37,218,41,1027,62,243,51,534,121,1141,278,0,6,167,0,683,244,381,3,22679,66431,15598,0,0,0,-172,14384,-59139,0,24,0,0,0,4,0,0,0,661,0,0,37791,60470
311,Food manufacturing,0,26008,176,0,0,0,0,0,0,0,0,0,0,0,0,0,20,470,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,154334,8586,0,28,144,388,248,444,2498,10,559,1914,180,0,0,0,0,0,0,0,0,2163,91,0,0,526,196,0,0,1,0,0,0,158,2,391,15,0,0,7,0,0,36,0,20,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1309,0,4625,69,0,0,0,0,6012,0,0,0,0,3,6462,5729,13317,879,3008,4710,63879,0,5,1579,0,3960,61,930,15451,14367,12329,0,358404,424541,0,0,0,0,4264,61047,-68148,0,0,0,0,0,0,0,0,0,0,0,0,421704,780108
3121,Beverage manufacturing,0,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2697,6984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,393,0,50,15,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,24,0,0,0,0,748,0,0,0,0,0,255,88,63,97,1959,990,19427,0,0,422,0,87,0,128,360,336,76,0,35926,100066,0,0,0,0,1730,3381,-23371,0,0,0,0,0,0,0,0,0,0,0,0,81806,117732
3122,Tobacco product manufacturing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,2450,0,4073,56674,0,0,0,0,315,1091,-1011,0,0,0,0,0,0,0,0,0,0,0,0,57069,61142
313TT,Textile mills and textile product mills,71,4,53,0,2,0,0,0,275,381,446,492,68,56,273,100,422,272,0,0,1,0,0,0,695,0,0,0,1,0,0,174,1564,90,937,679,691,3304,1187,753,132,13,0,7730,1551,3467,238,28,0,0,0,2,2538,113,191,263,60,944,325,162,144,277,26,0,57,100,2503,5,24,6,783,55,593,0,0,78,21,0,1,47,23,7,2,0,167,0,1,5,0,4,0,0,0,0,0,0,0,0,0,138,108,0,0,0,9,56,271,1,57,18,0,80,9,123,46,33,0,0,0,34,351,1785,1389,0,427,1644,288,51,564,89,0,977,301,4,85,1115,442,11,46183,21048,1729,0,560,0,-375,8491,-31928,0,0,0,0,0,67,0,0,0,29,0,0,-379,45804
315AL,Apparel and leather and allied products,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,146,0,1114,0,0,0,0,91,14,0,0,194,951,0,1750,11,0,0,0,0,1,4,15,4,0,3,17,50,0,329,153,0,33,2,297,4,4,12,141,18,0,0,0,0,0,0,0,0,0,0,0,0,16,5,80,348,12,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,19,0,0,6,0,72,35,92,81,29,0,0,1,9,45,0,440,92,25,9,121,347,55,1248,0,206,47,52,488,338,930,27,10871,143157,0,0,0,0,45,4559,-142083,0,0,0,0,0,0,0,0,0,0,0,0,5678,16549
322,Paper products,479,7,0,37,130,64,25,0,116,433,44,580,246,122,861,129,944,1599,503,663,1891,55,43,97,1899,3,113,134,406,6,1100,223,1513,217,1904,453,301,1412,840,1217,17901,1869,2793,328,17,44475,9957,301,419,737,392,4670,4062,658,305,336,412,917,499,1209,315,1798,154,0,175,758,310,75,223,74,223,470,205,24,43,6,214,847,32,1608,627,263,763,352,56,6,95,309,16,80,97,1251,341,0,20,356,2,0,0,1058,1088,396,538,175,312,645,206,472,950,472,1322,1823,1166,327,247,337,177,63,619,213,1646,937,1093,41,119,3045,4154,177,161,643,0,146,2103,165,3553,2399,2310,28,160580,22678,0,0,0,0,613,20606,-22553,0,0,0,0,0,0,0,0,0,0,0,0,21344,181924
323,Printing and related support activities,6,9,0,4,2,0,0,10,0,8,0,10,0,0,17,0,5,0,0,0,12,0,0,0,7,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,50,4,0,0,1,0,1501,2,0,2,164,71,0,1071,1738,1084,433,1228,2758,740,130,1489,445,0,247,178,196,25,82,83,62,4751,191,7,11,0,224,98,4,245,26,17,4376,139,395,226,200,113,32,263,2988,1281,978,1039,1933,510,0,0,0,147,446,858,367,213,565,1036,151,2278,915,1130,223,56,2824,17,765,784,257,101,188,218,2607,121,2188,768,202,849,873,99,499,1111,0,505,1500,56,4545,1204,1403,448,66445,2802,0,0,0,0,259,1989,-2600,0,0,0,0,0,0,0,0,0,0,0,0,2450,68895
324,Petroleum and coal products,5122,2823,397,2730,3119,2290,9351,299,1544,10850,3304,8603,2957,1939,4991,7263,936,521,929,336,945,19,125,16,648,7,17,63,91,0,547,2,38,12,384,170,40,267,318,461,1926,443,121,65,3,1496,534,16470,5499,2004,227,2983,705,467,179,1002,229,815,70,521,190,902,89,0,966,479,281,564,85,316,96,419,267,23968,4820,4708,19141,2084,76,1625,6503,4473,88,105,66,32,106,279,53,419,68,6661,2831,0,7,24,1027,36,23,5697,1643,52,1284,81,1099,70,469,32,129,902,59,3356,938,1572,1171,497,13,19,99,167,1383,783,543,193,742,973,3440,870,541,1131,0,10146,1438,1351,28986,2941,36808,19110,324838,176321,0,0,0,0,-5311,86638,-52749,0,0,0,0,0,0,0,0,0,0,0,0,204899,529737
3251,Basic chemical manufacturing,949,6,0,2809,694,904,1841,177,80,74,6,51,8,36,6,50,304,2043,978,286,973,16,47,18,312,2,20,705,121,0,414,14,87,9,678,222,57,40,219,388,2793,191,62,724,4,4350,1293,27819,52051,36753,2755,23057,10215,0,23,14,0,167,0,45,26,281,6,0,24,18,18,0,5,6,0,13,0,0,18,5,98,2,1,2,16,2,14,0,5,0,294,68,30,4,0,17,9,0,0,0,0,313,6,9762,0,1,61,27,2628,169,1062,66,277,23,1,1294,1127,1022,175,1647,228,2275,169,3180,2290,187,29,0,12,17,854,570,15,21,0,624,892,36,1970,14573,2035,1981,230561,1024,1628,0,0,0,55,47352,-49572,0,0,0,0,0,0,0,0,0,0,0,0,487,231048
3252,"Resin, rubber, and artificial fibers manufacturing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988,1348,270,35,658,0,0,0,488,0,13,129,242,6,1153,0,0,0,3036,30,216,385,2631,1546,476,0,530,10335,29,1561,0,3,215,11605,0,7211,50172,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,183,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,8,2,0,1,0,0,31,95703,0,0,0,0,0,595,31349,-19219,0,0,0,0,0,0,0,0,0,0,0,0,12725,108428
3254,Pharmaceutical and medicine manufacturing,0,2142,383,0,0,0,0,0,0,525,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,0,0,0,0,0,0,0,0,0,47954,0,0,0,0,0,0,0,93,0,0,0,1,0,0,0,0,0,61,0,0,0,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709,0,3147,0,1215,169,0,0,0,0,0,6843,562,3195,5310,8651,17405,2313,28,437,477,0,0,0,84,0,0,4196,51,0,2,489,0,37,107853,196625,0,0,0,0,7652,38256,-142434,0,0,0,0,0,0,0,0,0,0,0,0,100099,207952
325X,Other chemical manufacturing,16440,1922,1370,1142,1245,1027,13,9,1045,4042,888,2380,677,288,1960,1064,1672,503,80,122,4841,382,144,79,1494,15,55,372,907,3,906,236,3922,218,2656,886,543,1788,593,1062,2328,405,41,370,89,3895,3056,3552,3259,424,425,13122,2945,11,27,13,106,36,78,240,9,667,10,0,91,44,28,48,24,39,19,36,143,1,226,5,168,25,2,81,5,493,111,377,181,25,135,226,19,199,315,82,62,0,6,31,0,143,10,2384,107,132,155,7,824,230,1157,166,697,727,718,3988,632,924,636,169,36,27,249,257,543,142,521,10,406,68,189,695,3666,233,0,798,1842,46,1972,4518,4952,654,132976,57869,0,0,0,0,1285,30314,-27850,0,0,0,0,0,0,0,0,0,0,0,0,61618,194594
326,Plastics and rubber products,1175,429,60,45,1372,734,19,0,2775,8275,3590,5047,1611,1031,4561,1783,959,1094,269,198,2081,2057,1273,298,6323,101,158,605,1994,85,2078,1023,6018,750,10902,2255,2089,3167,2501,1970,14388,3821,84,325,81,2728,2654,435,1481,966,1151,6185,18871,4801,652,741,1879,1975,1158,2927,490,3884,461,0,991,1511,443,451,461,859,380,948,715,359,5,0,954,75,67,206,2429,328,222,117,72,1562,2069,1470,62,161,172,77,96,0,2,338,0,10,4,310,1598,32,2003,30,2659,303,2081,295,543,111,110,912,1094,397,571,4189,625,131,539,2380,3136,1426,1237,27,210,147,6378,3291,666,454,0,1620,798,27,1650,4405,1952,3083,223929,35010,343,0,26,0,1818,23910,-51633,0,0,0,0,0,48,0,0,0,0,0,0,9522,233451
4231,Motor vehicle and motor vehicle parts and supplies merchant wholesalers,301,175,20,113,376,96,14,2,577,706,207,133,21,10,65,23,291,122,201,82,297,783,722,59,849,3,56,21,73,1,161,2800,16275,1621,8993,151,800,95,63,69,418,344,10,21,3,212,33,71,95,84,12,187,1681,114,557,170,184,447,23,442,38,342,94,0,431,329,68,200,119,80,21,449,76,125,17,2,1963,123,0,40,642,317,47,5,13,157,31,57,1,8,28,49,16,0,0,2,1,0,0,49,390,0,61,1,142,83,260,71,91,104,71,1449,330,334,165,21,8,6,14,78,251,27,518,9,30,33,213,3345,100,212,0,1200,84,575,500,95,826,340,60512,23358,33058,0,1,0,1446,16928,0,0,49,0,0,0,49,0,0,0,700,0,0,75589,136101
4234,Professional and commercial equipment and supplies merchant wholesalers,34,8,4,68,32,86,142,20,183,118,90,177,190,51,166,64,82,63,30,64,224,28,58,44,727,417,86,118,1716,15,155,69,335,89,385,206,75,68,3178,39,378,164,29,5,15,504,415,35,53,162,129,473,732,380,771,705,369,757,164,269,135,1281,11,0,404,169,155,92,46,64,64,671,118,27,5,5,57,10,6,809,10,333,118,8810,11,17,168,253,31,106,123,158,255,9,202,39,181,0,0,461,37,310,563,98,841,474,330,160,787,465,170,371,503,195,224,7339,3535,47,1006,269,11971,371,277,22,79,119,680,234,302,187,0,606,614,12,680,2392,251,76,68224,35422,48981,20331,149,0,670,24634,0,0,1128,791,0,0,678,1026,0,0,2353,2062,0,138225,206449
4236,Household appliances and electrical and electronic goods merchant wholesalers,300,174,27,95,45,195,112,19,1883,2248,1294,2392,1831,414,1601,1306,276,157,283,341,1905,162,186,135,4349,256,1485,1845,3646,101,4145,177,1038,127,2784,5167,831,315,315,261,363,588,23,60,38,305,179,85,428,210,12,472,654,488,850,818,439,960,5396,254,170,1412,37,0,550,164,350,121,84,74,79,649,130,1,108,5,73,35,4,88,16,92,157,1165,12,157,2676,2490,430,1039,191,166,86,0,30,1,200,1,0,518,121,179,1770,174,961,115,428,46,726,2166,377,328,804,338,302,220,13,23,10,212,343,246,215,18,140,224,315,1788,567,124,0,5528,1096,15,322,144,278,1177,92259,29050,54938,1876,2139,0,1338,27227,0,0,6887,73,0,0,3594,95,0,0,2218,190,0,129625,221884
4238,"Machinery, equipment, and supplies merchant wholesalers",538,279,56,2011,1373,1961,1038,186,1151,1111,1096,1286,2158,360,1349,438,230,820,216,478,2425,1117,815,359,6326,12,45,136,353,8,1221,708,1577,770,4750,2974,953,369,201,362,1704,1646,30,61,29,624,818,387,326,196,186,1271,1675,214,188,154,238,328,134,319,76,437,45,0,182,225,111,60,71,103,110,271,110,98,93,48,286,59,25,208,521,252,43,22,9,246,340,459,19,72,123,63,30,3,4,23,7,42,4,364,581,14,502,11,564,107,699,34,157,67,11,215,153,859,193,199,86,25,51,293,428,98,187,12,83,255,567,1820,296,65,0,1868,139,26,586,614,654,686,72613,4474,60629,8,9,0,816,25496,0,0,1263,0,0,0,183,0,0,0,3377,1,0,96256,168869
423X,Other durable goods merchant wholesalers,287,357,996,952,704,489,160,229,4742,5769,6207,9564,4814,2324,6741,4209,7393,3346,9821,7769,11025,487,567,539,7530,48,248,437,913,36,2388,335,2192,259,7458,1886,1677,2981,551,2523,1669,855,172,207,75,3741,123,499,637,178,54,1323,2634,97,269,269,243,343,110,314,28,425,76,0,453,142,275,58,31,53,114,569,576,11,610,241,195,18,278,103,148,140,65,63,16,1147,1026,780,26,485,95,76,25,2,4,3,5,509,15,1581,511,28,653,40,1019,128,569,48,291,114,30,1279,498,803,370,348,134,64,68,329,883,596,1333,79,447,687,2060,969,408,468,0,2123,724,34,794,704,1411,1581,167857,66712,18045,98,1452,83,1086,31131,0,0,315,4,0,0,130,5,0,0,899,10,0,119970,287827
4242,Drugs and druggists sundries merchant wholesalers,83,882,151,156,64,92,65,10,67,276,77,194,110,41,223,57,247,258,75,61,326,36,22,17,354,2,11,47,76,4,191,52,242,35,498,99,75,194,244,207,2788,251,193,373,48,2442,695,1037,1739,1572,19268,2105,2420,1406,2697,2023,960,2024,582,872,591,3778,50,0,877,329,133,275,118,83,145,1583,530,4,4,5,43,53,6,124,76,34,223,27,33,28,78,89,6,27,153,149,86,50,81,62,1,10,0,477,149,72,93,30,464,116,1357,144,646,157,113,263,255,102,127,2752,281,1308,2154,3519,2906,1035,296,225,296,258,759,113,230,151,0,1731,322,24,703,1031,434,144,86597,90503,331,0,1,0,2818,19572,0,0,11,0,0,0,5,0,0,0,15,0,0,113256,199853
4244,Grocery and related products merchant wholesalers,570,1218,5,5,3,6,2,0,15,134,66,142,43,29,77,22,22,123,6,6,26,2,1,2,30,0,2,3,6,0,13,20,104,5,246,5,78,223,21,44,35461,2731,138,25,87,631,125,123,628,65,188,505,250,441,875,720,332,723,189,274,176,1501,20,0,296,267,364,75,35,22,90,551,97,33,1,69,10,6,1,40,8,5,29,4,6,2,13,23,2,4,32,20,11,6,10,8,0,1,0,49,38,8,37,22,61,16,181,26,958,62,13,59,57,19,922,216,27,13,21,64,886,755,1533,186,636,775,10131,60,90,332,0,505,64,158,2360,2300,1819,28,77161,90702,423,0,3,0,932,11816,0,0,3,0,0,0,7,0,0,0,10,0,0,103896,181057
4247,Petroleum and petroleum products merchant wholesalers,1194,937,144,760,1098,644,2708,91,726,2557,1145,2218,1118,713,1355,1612,176,210,95,33,209,7,16,5,108,1,2,14,18,0,69,5,54,3,95,54,27,62,46,62,423,68,23,47,6,310,122,17030,1046,353,40,409,268,211,82,412,102,326,38,212,69,346,36,0,223,100,71,144,14,85,18,94,52,2574,1449,1512,7685,829,36,494,1716,1729,27,38,21,8,28,67,18,156,25,2329,999,0,1,9,542,12,9,1948,650,14,491,24,199,25,86,9,43,196,22,1118,228,304,231,89,12,12,16,63,224,150,93,39,172,215,805,175,138,115,0,1003,160,675,2851,354,3628,7026,89087,64665,51,0,12,0,-2008,10143,0,0,0,0,0,0,1,0,0,0,1,0,0,72865,161952
424X,Other nondurable goods merchant wholesalers,14924,17530,851,431,357,274,198,24,489,1407,662,1454,532,237,1087,408,547,705,334,215,1292,123,69,51,1142,15,37,199,380,9,624,155,1050,118,2010,294,457,1538,765,925,26030,3415,1291,2355,591,5482,2086,2972,11308,4443,526,6558,7846,622,659,693,466,1040,549,581,204,2205,174,0,543,349,831,131,85,159,324,1038,244,287,55,69,163,90,12,274,139,108,731,161,129,193,318,382,20,74,259,267,152,84,144,99,7,105,6,1300,412,147,286,96,611,243,871,310,289,315,211,1713,597,306,864,931,142,238,276,559,2048,350,835,185,1611,785,13425,452,601,1032,0,511,797,145,2251,2759,3947,761,187259,157672,1812,173,45,1,2330,35426,0,0,23,7,0,0,26,9,0,0,72,18,0,197614,384873
425,Wholesale electronic markets and agents and brokers,92,1557,7,22,19,8,9,1204,66,52,53,75,108,16,73,33,44,46,125,65,158,9,20,6,177,1,9,9,39,10,235,20,266,60,156,59,22,96,210,38,2023,81,7,31,6,170,20,151,61,56,81,88,160,509,1418,1264,617,1332,200,397,242,2298,2,0,329,187,16,219,76,40,81,5464,214,13,3,4,12,2,2,5,7,5,97,32,1,16,22,19,3,9,5,4,2,1,1,1,2,2,0,15,13182,2,70,2,14,4,23,3,29,20,4,37,11,12,30,25,5,4,8,15,44,23,46,6,22,23,258,43,25,15,0,69,11,7,84,69,69,20,37733,3610,2334,14,7,0,136,3585,0,0,50,1,0,0,27,1,0,0,38,1,0,9804,47537
42ID,Customs duties,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38513,0,0,0,0,0,0,0,0,0,0,0,0,38513,38513
441,Motor vehicle and parts dealers,2,11,3,73,142,126,12,1,403,870,49,294,11,28,200,2,235,121,24,45,279,329,688,78,440,2,44,6,45,1,3,0,0,0,3029,194,477,89,104,94,557,536,0,15,0,272,36,2,64,56,13,244,109,0,0,0,0,5,19,0,0,1,0,0,298,491,88,297,183,58,21,483,100,0,6,0,1312,5,0,13,2,53,63,8,18,2,37,36,1,9,0,32,4,0,7,0,0,79,0,300,393,0,25,0,0,107,166,91,68,0,61,1907,77,71,0,0,0,0,0,0,0,0,0,4,14,30,104,4551,136,215,0,0,0,0,0,0,0,2,22511,254196,25082,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279285,301796
445,Food and beverage stores,28,12,0,0,0,0,81,0,1,37,1,41,7,6,121,2,0,3,0,0,2,0,0,0,14,0,0,0,1,1,2,0,0,0,8,0,0,5,8,0,6,6,0,0,0,1,20,3,21,6,1,21,2,0,1,1,1,1,1,1,1,1,0,0,7,4,0,2,1,4,0,3,0,0,4,0,212,21,0,4,22,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,60,0,23,2,0,1,0,1,1,0,1,1,0,1,51,2,0,5,1,1,0,0,0,2,0,1,0,0,17,1305,33,1,2,0,0,0,0,4,0,1,0,2284,234329,180,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234517,236801
452,General merchandise stores,72,34,1,5,7,5,207,0,20,360,13,442,54,40,616,8,13,11,2,2,19,12,26,3,90,1,2,2,4,4,11,0,0,0,160,8,18,32,47,4,54,49,0,2,0,15,63,6,8,2,1,118,14,1,3,2,2,3,4,2,2,4,1,0,37,43,8,22,10,25,2,38,5,0,10,0,598,56,0,12,56,2,3,1,1,0,2,2,0,1,3,13,6,0,0,1,0,315,0,173,33,2,3,1,3,7,8,10,5,0,5,248,12,3,46,2,3,0,2,3,5,1,3,2,3,54,295,360,9,13,0,0,3,0,12,0,1,0,5313,219688,1691,479,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222033,227346
