Country,iso3,HS2,summary_code,impVal,bea_total,weight
Argentina,ARG,64,326,399.0,23422810.0,1.703467688121109e-05
Argentina,ARG,85,326,98723.0,23422810.0,0.0042148230720396055
Argentina,ARG,94,326,744699.0,23422810.0,0.03179375147559153
Argentina,ARG,38,327,20160.0,2506347.0,0.008043578961731955
Argentina,ARG,68,327,1055100.0,2506347.0,0.42097123822040605
Argentina,ARG,69,327,387055.0,2506347.0,0.15442993328537508
Argentina,ARG,70,327,653944.0,2506347.0,0.260915188519387
Argentina,ARG,85,327,358962.0,2506347.0,0.14322119004271955
Argentina,ARG,87,327,29282.0,2506347.0,0.011683138847094996
Argentina,ARG,94,327,1844.0,2506347.0,0.0007357321232854031
Argentina,ARG,71,331,800576521.0,1423421334.0,0.5624311662874093
Argentina,ARG,72,331,105023309.0,1423421334.0,0.07378230639895693
Argentina,ARG,73,331,14641467.0,1423421334.0,0.010286109003899474
Argentina,ARG,74,331,11266.0,1423421334.0,7.914733136913908e-06
Argentina,ARG,76,331,491635972.0,1423421334.0,0.3453903354240439
Argentina,ARG,78,331,114008.0,1423421334.0,8.009434541747566e-05
Argentina,ARG,79,331,143803.0,1423421334.0,0.00010102630652295675
Argentina,ARG,84,331,11274988.0,1423421334.0,0.007921047500613055
Argentina,ARG,36,332,375000.0,43222037.0,0.008676129725214015
Argentina,ARG,73,332,21194695.0,43222037.0,0.4903677954835863
Argentina,ARG,74,332,637144.0,43222037.0,0.014741183993711356
Argentina,ARG,76,332,3016405.0,43222037.0,0.06978858955675782
Argentina,ARG,82,332,1590753.0,43222037.0,0.03680421170339566
Argentina,ARG,83,332,1869103.0,43222037.0,0.043244213594097844
Argentina,ARG,84,332,11414613.0,43222037.0,0.2640924350696382
Argentina,ARG,86,332,132165.0,43222037.0,0.0030578151603544274
Argentina,ARG,90,332,73076.0,43222037.0,0.0016907116154659717
Argentina,ARG,93,332,2757852.0,43222037.0,0.06380661790650913
Argentina,ARG,94,332,18900.0,43222037.0,0.0004372769381507864
Argentina,ARG,96,332,142331.0,43222037.0,0.003293019253118496
Argentina,ARG,73,333,231715.0,89087006.0,0.0026009966032532286
Argentina,ARG,82,333,74066.0,89087006.0,0.00083138948456748
Argentina,ARG,83,333,30678.0,89087006.0,0.00034435998444037956
Argentina,ARG,84,333,85483558.0,89087006.0,0.9595513626308196
Argentina,ARG,85,333,1617873.0,89087006.0,0.01816059459894746
Argentina,ARG,87,333,96758.0,89087006.0,0.0010861067662325525
Argentina,ARG,90,333,810730.0,89087006.0,0.009100429303909932
