NIPA_Line,Description,Direct,Indirect,Total
279,Net motor vehicle and other transportation insurance,0.0,0.00038563391636817505,0.00038563391636817505
215,"Live entertainment, excluding sports",0.0,0.0003650605568747772,0.0003650605568747772
222,"Repair and rental of audio-visual, photographic, and information processing equipment",0.0,0.0003637038320982497,0.0003637038320982497
232,Package tours,0.0,0.00036243206776013446,0.00036243206776013446
216,Spectator sports,0.0,0.00034773908727966316,0.00034773908727966316
204,Taxicabs and ride sharing services,0.0,0.0003468880513940178,0.0003468880513940178
135,Sewing items,0.0003067774292826672,3.405466118915438e-05,0.00034083209047182155
239,Elementary and secondary school lunches,0.0,0.00032997205733020936,0.00032997205733020936
319,Residential mental health and substance abuse,0.0,0.000325502253603195,0.000325502253603195
284,"Land-line telephone services, long-distance charges",0.0,0.00031385366821016006,0.00031385366821016006
196,Truck leasing,0.0,0.00031348820498264246,0.00031348820498264246
217,Museums and libraries,0.0,0.00030797653972673315,0.00030797653972673315
197,Motor vehicle rental,0.0,0.0003022648334726816,0.0003022648334726816
312,Laundry and drycleaning services,0.0,0.00030105030418553844,0.00030105030418553844
303,Other personal business services,8.325810145759308e-07,0.00028471248939107384,0.0002855450704056498
233,Maintenance and repair of recreational vehicles and sports equipment,1.551303573101827e-05,0.00026129512746521263,0.00027680816319623086
304,Labor organization dues,0.0,0.0002569063705173375,0.0002569063705173375
324,Social advocacy and civic and social organizations,0.0,0.00025472198143239186,0.00025472198143239186
51,"Calculators, typewriters, and other information processing equipment",0.0002257137736535916,2.398278124521508e-05,0.0002496965548988067
331,Repair of household appliances,0.0,0.00024769098523174244,0.00024769098523174244
161,Owner-occupied mobile homes,0.0,0.00022765599211360769,0.00022765599211360769
221,Photo studios,0.0,0.0002112475286529348,0.0002112475286529348
244,Meals at drinking places,0.0,0.0002052782464624961,0.0002052782464624961
111,Standard clothing issued to military personnel,0.0002006137047369134,2.6236797324503625e-06,0.00020323738446936375
305,Professional association dues,0.0,0.0001955953819632718,0.0001955953819632718
69,Educational books,0.0,0.00018952621836194875,0.00018952621836194875
288,Other delivery services (by non-U.S. postal facilities),0.0,0.00018792459605668024,0.00018792459605668024
278,Workers' compensation,0.0,0.0001755858510747427,0.0001755858510747427
313,"Clothing repair, rental, and alterations",0.0,0.0001651856503660253,0.0001651856503660253
269,"Trust, fiduciary, and custody activities",0.0,0.0001541840750632736,0.0001541840750632736
