"Use Table, After Redefinitions"
"Use Table, After Redefinitions"
"March 15, 2024"
,Commodities/Industries,111,112,113FF,211,212,213,2211,2212NW,23EH,23MR,23OC,23OR,23OT,23PC,23SF,23TH,321,327,3311IS,3313NF,332,33311,33312,33313,3332OM,3341,3342,3344,3345,334X,335,336111,336112,33612,3362BP,3364,3365AO,337,3391,3399,311,3121,3122,313TT,315AL,322,323,324,3251,3252,3254,325X,326,4231,4234,4236,4238,423X,4242,4244,4247,424X,425,42ID,441,445,452,444,446,447,448,454,4A0X,481,482,483,484,485,486,48A,492,493,5111,5112,512,515,5171,5172,5174OT,518,519,521CI,523,524113,5241XX,5242,525,HSO,HST,ORE,532RL,5411,5415,5412,5413,5416,5417,5418,541X,55,5613,5617,561X,562,61,6211,6212,6213,6214,6215OH,622,623,624,711AS,713,721,722,811,812,813,814,GFGD,GFGN,GFE,GSLGE,GSLGH,GSLGO,GSLE,,F010,F02E,F02N,F02R,F02S,F030,F040,F050,F06C,F06E,F06N,F06S,F07C,F07E,F07N,F07S,F10C,F10E,F10N,F10S,TOTFU,
521CI,"Federal Reserve banks, credit intermediation, and related activities",1642,1658,641,7904,636,238,5975,5433,567,2104,1022,2709,1066,580,2523,851,342,1343,683,560,1698,136,96,48,1038,82,266,447,581,52,821,132,2204,152,1028,404,172,501,705,539,2197,1165,1064,290,455,929,561,1371,1030,626,558,1159,1569,3344,4830,5697,4645,9134,1665,4153,3701,6812,793,0,4006,2537,2768,1770,1293,3174,1878,5083,3022,1619,6373,500,2640,3782,5419,2052,782,366,1745,5682,1669,5614,5815,5301,1260,3829,2742,88970,50344,53,333,97,1002,155578,10979,108422,20363,2316,4077,3199,2705,3504,4754,1903,1995,29079,2568,1265,4097,968,1045,3065,647,320,955,794,5989,1023,1142,806,2381,3308,15033,1407,1041,6945,0,0,6877,1444,0,1470,15744,4186,764241,358215,0,0,0,0,0,83677,-11214,0,0,0,0,0,0,0,0,0,0,0,0,430678,1194919
523,"Securities, commodity contracts, and investments",98,153,12,111,2189,7789,478,253,13,210,117,333,89,16,488,94,32,48,1074,791,2007,221,60,49,1352,0,0,13,74,1,355,42,398,92,1570,198,213,507,434,448,64,8,2,5,1,24,21,49,5,8,1,5,67,495,426,583,206,596,24,307,21,512,14,0,107,133,118,71,76,225,107,200,121,1872,691,469,482,1984,200,2467,20,39,266,67,711,74,19,77,3,106,19,93900,60730,3240,23,0,80229,1,9,6330,7312,514,667,936,211,650,947,263,360,14049,273,186,1063,38,186,572,118,57,145,264,21553,270,4479,1202,82,89,17946,43,43,4754,0,0,0,13,0,0,503,5034,365874,288208,0,0,0,0,0,84169,-61,0,0,0,0,0,0,0,0,0,0,0,0,372316,738190
524113,Direct life insurance carriers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95041,95041
5241XX,"Insurance Carriers, except Direct Life Insurance",1737,764,587,5561,263,1198,570,208,12,284,11,26,8,4,21,8,29,284,41,122,236,21,25,5,251,1,0,22,21,22,220,60,613,44,308,161,527,75,79,66,494,230,232,51,12,61,44,95,137,58,115,278,168,3677,4801,5579,3659,5539,5150,3475,4840,4686,1164,0,2401,1014,1223,1035,372,1690,297,2153,849,890,9,508,17579,2184,312,1575,542,1732,183,214,839,3,102,34,485,463,361,2276,8219,5448,40604,425,140,4309,261,54399,11727,2624,2263,2743,2983,1638,1246,572,818,134,1153,3071,2173,1228,612,6030,434,544,738,1534,13607,2892,7190,1349,1319,917,8934,515,752,824,0,0,1380,116,1051,1986,484,2838,304589,350403,0,0,6151,0,0,23268,-58279,0,0,0,0,0,0,0,0,0,0,0,0,321543,626132
5242,"Agencies, brokerages, and other insurance related activities",486,265,104,430,557,174,1502,611,0,124,0,0,0,0,0,0,324,997,181,551,987,132,73,13,1243,4,1,78,93,75,824,49,2146,193,1258,102,131,399,322,270,1823,985,715,293,54,430,39,473,396,256,477,999,801,168,295,419,308,1356,417,323,2381,1327,313,0,1415,756,643,1255,833,378,1006,2094,2424,155,38,98,78,10703,48,3845,97,1238,153,0,1412,16,0,118,1551,235,239,6000,7108,13685,182060,178802,7527,0,6,494,3108,256,809,640,352,1181,636,225,1123,359,103,609,2076,227,2024,83,97,198,192,558,81,162,1084,1106,532,196,419,165,381,243,0,0,0,8460,0,291,0,11359,495592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495592
525,"Funds, trusts, and other financial vehicles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,2262,2670,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,0,5713,160462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160462,166175
HSO,Owner-occupied housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021107,2021107
HST,Tenant-occupied housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590184,0,0,0,0,0,4313,0,0,0,0,0,0,0,0,0,0,0,0,0,594497,594497
ORE,Other real estate,2791,1112,34,3897,162,369,7945,3135,737,3770,1663,7444,1430,532,2708,989,610,943,162,302,5083,49,12,41,1367,0,2,4,11,9,576,0,13,1,212,123,248,1051,49,1004,2723,1198,271,506,57,1638,2358,87,49,221,3,589,2907,8501,6809,12942,10161,26928,6728,8811,4123,20565,1903,0,19221,30813,22153,15694,22181,19100,34836,29167,43688,360,151,845,13733,2939,373,7311,2351,10351,1784,8768,5778,2932,6265,20263,2876,11402,4864,22354,35330,790,9635,3803,304,6617,109,221348,21468,23350,11284,10967,17033,10805,84669,8858,9573,40869,20755,16083,17469,5640,27770,23170,7534,5758,8387,7098,88040,32323,18919,15218,23567,5542,86937,23885,35431,29809,0,489,15128,1226,1262,873,8798,2605,1579749,6468,0,0,155523,41285,0,3305,0,0,0,0,0,0,0,0,0,0,0,0,0,206581,1786330
532RL,Rental and leasing services and lessors of intangible assets,1796,723,155,10354,2784,2607,3644,877,1177,7615,2503,7278,3822,2287,3426,4529,307,984,575,392,2429,223,84,57,1469,3,8,74,453,1,609,47,566,65,9192,591,441,278,626,633,1938,1574,543,105,2109,1250,585,2935,1712,1428,298,1323,1413,4593,3557,5056,3131,8121,1877,6760,1786,13954,162,0,1295,2078,6217,7212,921,1669,1166,4313,1430,17490,8322,8272,23360,843,81,3787,2,4755,1940,1505,1602,5128,2630,2884,1199,16179,5554,5128,11553,22,3427,231,12,4205,195,4429,20820,3052,4721,3569,3674,4617,8923,4624,2628,33919,2913,5993,5470,3313,1124,3061,154,265,454,628,4166,354,618,2711,2394,1486,27425,1095,1367,308,0,249,160,264,1843,7505,916,968,470681,104470,0,0,0,0,0,89726,0,0,0,0,0,0,0,0,0,0,0,0,0,194196,664877
5411,Legal services,138,157,113,1538,457,270,6506,1427,148,1345,631,1924,1022,222,1184,740,443,451,348,181,1759,72,46,6,859,2,46,55,208,11,105,19,737,1,292,263,130,261,613,505,835,100,85,115,45,758,352,735,356,151,91,273,1041,650,2867,4431,1968,3658,1845,1833,947,3835,239,0,726,832,815,651,635,690,395,4390,754,327,952,177,403,251,72,595,167,385,651,3395,1061,604,859,1186,336,2775,2735,5062,12350,1506,5234,2270,835,1741,4,12960,1554,3270,4214,1316,2039,3096,30840,525,1466,11796,4926,2291,3268,731,389,1881,392,553,430,1617,17518,1529,988,2501,2612,587,3578,1801,1413,2570,0,0,230,81,3112,3093,9716,1412,250561,123013,0,0,40176,0,0,19426,-5711,0,0,0,0,0,0,0,0,0,0,0,0,176904,427465
5415,Computer systems design and related services,287,102,40,9995,541,51,1760,1504,413,1243,512,1378,783,310,1157,605,344,385,223,156,1641,71,39,16,1908,2,20,42,256,10,130,8,97,18,626,1529,180,225,307,220,743,117,614,91,14,346,447,743,65,38,60,199,616,1153,3621,5410,2828,5880,824,2068,1049,4068,143,0,4474,1103,2073,1426,830,1708,734,4443,1294,543,1252,79,1100,460,23,428,0,438,5155,4460,799,375,1215,2260,433,10862,5454,7694,8549,1270,2330,1785,521,819,1,6492,1126,5009,10741,1495,1712,3271,4343,2797,1361,2531,7175,2435,11782,1137,1898,2588,374,226,596,492,5374,1163,1949,672,1413,1055,7495,1530,1089,1465,0,4751,22817,155,5920,8179,19870,5839,296978,0,65188,313581,0,0,0,49018,-42774,0,1432,12416,0,0,0,33693,0,0,426,11984,0,444964,741942
5412,"Accounting, tax preparation, bookkeeping, and payroll services",504,595,101,1137,364,45,2390,2683,121,1123,487,1186,692,144,985,555,439,404,195,145,729,49,14,13,433,0,8,18,48,12,247,7,78,5,312,361,72,289,186,186,792,419,16,129,10,409,200,728,162,70,18,254,596,625,2741,5098,3782,5561,1166,2579,960,4750,313,0,3382,2429,1092,1373,937,1940,759,3079,1797,156,522,166,2799,374,27,982,78,648,731,1613,1089,760,1117,2785,423,843,1882,3607,8446,1476,4467,3621,793,384,2,6501,2322,2912,3758,6213,2672,3986,3595,770,3031,7858,5699,1466,5350,792,657,3148,737,682,617,1095,11555,2405,2533,2563,2643,692,5717,4042,3248,2227,0,0,21,365,3345,4856,6589,2822,224803,25974,0,0,0,0,0,3466,-7646,0,0,0,0,0,0,0,0,0,0,0,0,21794,246597
5413,"Architectural, engineering, and related services",5,1,509,5054,1355,794,1216,2674,1657,8698,5007,16070,3828,3040,11428,3870,882,693,1034,251,1125,218,62,41,496,0,1,3,86,1,253,0,367,19,825,182,584,194,172,204,1555,204,106,142,32,1199,598,866,666,285,15,271,1056,0,507,897,1892,1699,8957,1424,430,1978,50,0,414,238,664,435,178,255,275,1278,374,182,1460,2,550,39,307,334,5,359,140,247,344,27,1398,9917,463,863,79,94,1281,2,148,393,488,2341,9,43889,4089,539,13803,612,21552,6929,33248,100,948,4049,915,2939,3994,1022,329,1669,63,291,178,393,2057,594,730,99,952,380,2407,55,207,368,0,48734,7444,853,7631,4027,27477,18333,387210,0,56832,0,6112,0,0,24958,-16292,0,0,0,0,0,0,0,0,0,0,0,0,71610,458820
5416,"Management, scientific, and technical consulting services",1,0,7,263,50,66,244,576,192,463,182,820,190,66,376,142,137,67,33,66,179,12,12,5,267,0,3,6,39,6,170,2,481,0,139,15,81,142,190,69,609,136,398,40,0,194,88,1072,290,70,142,169,232,1631,4322,5877,5363,6020,2580,1866,421,6833,39,0,1744,1498,562,735,1004,875,935,11079,714,13,22,289,1128,719,64,969,146,753,1563,4824,1501,598,960,1291,397,9443,5033,17438,26801,11,165,6160,138,0,0,1728,2667,1963,6610,1284,13285,6276,42471,783,2736,15073,1720,2275,4711,1271,896,7232,315,536,1561,1992,15785,4047,2330,3864,1672,1448,4287,1607,2006,6994,0,99,8511,19,6548,1847,12682,961,335815,0,0,0,0,0,0,90706,-43157,0,0,0,0,0,0,0,0,0,0,0,0,47549,383364
5417,Scientific research and development services,0,0,4,0,0,0,2189,371,0,30,0,0,0,0,0,0,44,31,26,19,86,4,1,0,33,0,0,0,1,0,5,0,0,0,35,6,19,46,13,15,84,7,0,2,0,46,28,75,7,6,1,6,94,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,54,0,0,0,24,0,0,43,92,27,68,9,901,605,0,0,0,0,0,0,0,0,0,1640,0,677,115,8032,0,0,3244,0,0,0,111,4,0,0,0,0,0,2757,0,0,2,0,0,0,0,0,76,0,0,0,318,0,0,705,239,23111,7686,0,703131,0,0,0,59501,-33631,0,0,75348,0,0,0,118237,0,0,0,23132,0,953404,976515
5418,"Advertising, public relations, and related services",2,0,5,408,43,122,1731,552,168,1104,434,1482,440,124,1485,290,370,560,222,403,1578,87,80,55,1117,25,144,57,280,26,629,12,500,30,599,310,150,718,891,977,3602,1398,234,302,56,661,468,335,267,103,612,510,1181,8477,7159,11517,3253,14975,12711,3551,1833,15428,1307,0,20412,7587,3639,6146,2996,1993,6334,56406,11576,1222,225,764,1458,409,6,465,112,1071,1974,20516,4041,6130,3499,7214,1199,11379,37164,18688,3987,1687,8556,2982,41,0,38,17068,12330,7452,10815,1452,1659,6816,17700,3734,3650,20243,8751,7525,23444,1073,4693,1612,1003,801,694,810,4289,1039,753,2818,4632,3662,22996,2589,8553,2812,0,421,1061,275,1047,2523,4372,1605,578838,768,0,0,0,0,0,31373,-9397,0,0,0,0,0,0,0,0,0,0,0,0,22744,601582
541X,"Specialized design services and other professional, scientific, and technical services",130,992,68,1184,50,85,6247,619,81,67,148,657,196,88,522,138,158,769,520,358,1362,129,17,29,656,0,1,4,75,2,225,3,57,3,810,181,433,473,326,292,1359,152,54,113,16,352,272,890,213,190,39,221,1459,221,1394,1950,1326,2557,835,1988,1777,3055,152,0,378,921,856,1080,475,1218,142,2596,301,210,98,0,968,401,1366,398,25,253,2369,174,3278,264,643,2402,221,244,1263,8683,8130,88,1269,2,33,2,4,4147,1290,661,4760,2501,8134,2549,18019,7986,2510,4398,1208,434,1808,174,303,2362,203,78,290,344,8159,491,1254,294,448,88,2050,123,444,575,0,0,0,162,1268,715,6487,2771,168983,73112,0,1373,0,0,0,9237,-4439,0,0,0,0,0,0,0,0,0,0,0,0,79283,248266
55,Management of companies and enterprises,0,0,0,61346,6457,2409,0,0,677,0,981,6000,1033,1677,3756,1115,364,2361,287,710,4023,631,960,417,11478,381,273,1004,1103,300,2044,185,2235,176,5867,2942,642,450,1103,2484,18045,1488,3938,873,273,2165,450,3411,2311,2630,2806,7132,1876,8653,17006,26126,6432,22605,14854,15997,12640,24008,930,0,2263,4023,14244,642,352,181,27915,5116,8538,3112,0,1038,5176,176,0,4078,3534,1920,1958,2755,642,2851,454,191,76,4126,26,8039,14002,600,3288,473,486,0,187,20223,16658,5562,4982,3845,5431,3566,8401,1511,2562,0,16617,4259,8923,4766,3584,31066,3981,905,5295,5162,11191,6287,3035,2666,2457,4709,78331,8829,4551,0,0,0,0,0,0,0,0,0,726337,0,0,0,0,0,0,4195,0,0,0,0,0,0,0,0,0,0,0,0,0,4195,730532
5613,Employment services,1,13,4,57,11,606,9383,2821,130,640,70,2247,570,332,1055,299,102,463,1056,905,4179,121,148,201,883,10,136,190,60,9,208,0,40,46,860,1258,1067,30,278,227,716,136,220,76,139,343,1437,1043,348,123,109,382,544,1302,3546,5044,2636,8299,1378,2506,288,5284,238,0,3116,737,415,1849,1355,988,900,8769,2095,728,12,309,10565,5251,1017,5253,2253,5399,1213,20731,2779,2010,21206,8298,693,15619,24412,11992,12062,649,232,4202,4,0,3,11741,6410,6709,31444,2925,13744,12794,17656,3429,5590,9208,82168,10372,18301,5842,2397,8337,88,598,3604,3871,37155,7895,2174,6081,2020,1060,8526,10132,4081,1637,0,2536,44,145,2334,961,7862,2109,597949,1399,0,0,0,0,0,3384,-3157,0,0,0,0,0,0,0,0,0,0,0,0,1626,599575
5617,Services to buildings and dwellings,272,153,35,727,526,314,319,691,31,375,165,1401,300,128,447,217,447,269,285,189,617,25,46,25,311,0,2,26,43,1,185,13,251,18,666,296,132,145,90,69,1541,235,185,128,6,1076,352,886,853,375,144,466,886,498,1018,1599,1343,2596,434,1465,775,2175,116,0,1259,1411,3495,1174,471,1845,699,1460,1092,901,489,6,474,1757,152,1832,61,329,159,672,266,130,242,431,74,626,1657,1760,2298,267,599,10,63,286,626,133072,5571,632,501,251,702,608,906,362,538,1501,2043,1789,2143,871,935,649,108,110,476,233,5611,1179,1398,443,1679,2353,6531,831,805,1300,0,90,97,206,2858,1162,17334,1527,257882,31334,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,31401,289283
561X,Other administrative and support services,21,4,12,292,100,211,1521,513,40,388,330,649,241,78,516,189,300,413,840,706,3486,102,106,152,796,8,101,140,54,14,153,5,91,37,728,1102,884,144,341,380,659,83,74,50,263,242,1195,1039,337,117,96,304,583,1930,3999,4738,3080,7926,3358,5553,7038,14741,688,0,2730,1568,2345,2574,896,2430,662,6509,1313,3135,473,4049,4000,2494,1539,4884,184,1301,1256,5529,716,166,1079,1681,259,3461,5470,9079,3089,966,1806,1616,1,2133,70,16353,33153,5620,9765,1669,5851,7263,9476,2022,1616,11067,6818,2080,7646,1535,1712,6896,290,270,1041,1072,11792,2298,964,2885,800,1022,3430,346,796,2396,0,3126,17377,365,3340,2803,14812,5327,362838,48342,0,0,0,0,0,2011,-681,0,0,0,0,0,0,0,0,0,0,0,0,49672,412510
562,Waste management and remediation services,76,84,3,1100,103,69,485,348,69,560,173,581,187,120,665,179,121,214,162,110,286,14,13,7,160,2,2,37,23,0,50,4,35,4,146,79,32,80,56,45,716,141,50,53,1,242,87,653,730,154,45,196,277,119,91,701,130,1062,74,324,62,519,27,0,824,420,254,186,130,875,138,193,278,73,157,9,1377,35,229,457,7,202,26,33,48,21,4,2,58,57,36,229,153,725,281,12,141,3,1,61437,1452,292,397,393,176,544,1153,170,268,729,124,1632,998,13856,281,942,136,245,182,165,2048,627,465,83,508,625,2036,436,500,456,0,114,751,286,3366,788,22036,4988,146297,37074,0,0,0,0,0,515,-464,0,0,0,0,0,0,0,0,0,0,0,0,37125,183422
61,Educational services,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,55,36,56,97,56,0,64,0,132,0,0,64,191,0,408,0,515,0,680,76,121,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,36,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,146,107,0,2145,0,0,0,0,0,5,0,0,3877,390,0,0,0,12,2001,0,0,38,109,5321,1581,4300,5,22698,425875,0,0,0,0,0,5584,-2393,0,0,0,0,0,0,0,0,0,0,0,0,429066,451764
6211,Offices of physicians,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,629,0,0,820,583654,0,0,0,0,0,201,-58,0,0,0,0,0,0,0,0,0,0,0,0,583797,584617
6212,Offices of dentists,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160632,0,0,0,0,0,96,-58,0,0,0,0,0,0,0,0,0,0,0,0,160670,160670
6213,Offices of other health practitioners,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,625,0,0,626,129159,0,0,0,0,0,96,-58,0,0,0,0,0,0,0,0,0,0,0,0,129197,129823
6214,Outpatient care centers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1788,0,0,5527,0,0,7315,207051,0,0,0,0,0,104,-58,0,0,0,0,0,0,0,0,0,0,0,0,207097,214412
6215OH,Other ambulatory health care services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,9,0,0,13430,0,0,4637,293,15274,7,0,11,0,0,0,0,0,4,0,0,0,0,0,435,0,0,34258,226107,0,0,0,0,0,288,-173,0,0,0,0,0,0,0,0,0,0,0,0,226222,260480
622,Hospitals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1323066,0,0,0,0,0,9524,-8852,0,0,0,0,0,0,0,0,0,0,0,0,1323738,1324238
623,Nursing and residential care facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3967,0,0,1518,0,0,5485,284090,0,0,0,0,0,192,-115,0,0,0,0,0,0,0,0,0,0,0,0,284167,289652
624,Social assistance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302549,302549
711AS,"Performing arts, spectator sports, museums, and related activities",49,55,0,1,0,18,172,35,2,111,15,83,7,1,62,11,38,40,49,21,89,8,3,5,45,0,0,0,4,0,6,3,0,0,46,5,9,17,25,14,89,12,2,5,1,55,45,76,20,13,1,5,121,366,606,854,658,1306,33,865,20,942,10,0,705,622,107,232,34,333,40,596,118,0,147,0,119,22,0,363,4,9,110,178,14802,18006,12518,128,33,768,99,3619,1142,0,144,34,144,0,5,8943,593,756,1747,1019,723,827,274,4791,347,5130,1393,419,1480,166,594,999,106,37,113,110,1523,249,1193,31760,882,191,4750,46,862,824,0,0,37,32,861,324,988,70,137494,65987,0,9215,0,0,0,32672,-1942,0,0,0,0,0,0,0,0,0,0,0,0,105932,243426
713,"Amusements, gambling, and recreation industries",24,43,1,0,1,24,161,58,3,73,35,195,14,2,126,18,28,47,24,11,64,4,2,4,32,0,0,0,4,0,3,3,0,0,32,4,6,16,18,11,48,8,2,1,0,29,28,27,16,8,1,5,58,203,120,221,223,342,0,602,0,452,0,0,25,138,7,286,0,365,0,652,231,0,1,0,0,0,0,33,0,3,37,83,60,5,21,82,32,555,85,1656,738,0,50,27,34,0,8,0,382,322,1269,408,381,453,184,196,192,2175,839,162,798,110,133,942,50,27,30,53,53,101,220,160,331,350,1611,17,39,82,0,2334,19,2,422,0,2423,133,26102,244516,0,0,0,0,0,55,-31,0,0,0,0,0,0,0,0,0,0,0,0,244540,270642
721,Accommodation,0,1,0,2,7,89,944,239,11,353,15,24,6,1,17,4,102,155,95,45,253,18,8,17,134,0,0,1,17,0,21,12,44,1,130,16,22,61,75,47,192,33,13,13,2,115,150,105,65,32,5,30,246,948,187,851,246,815,0,303,0,392,0,0,35,57,51,115,2,122,3,180,9,0,12,0,0,0,9,419,1,15,165,366,310,25,92,365,146,3449,368,7356,3322,0,223,113,156,0,39,12702,1965,1119,5781,1315,1844,1400,722,645,639,931,3587,617,1943,576,570,2477,225,120,165,235,245,260,422,127,258,176,3602,75,121,317,0,1490,920,46,1005,390,2087,178,76552,158006,0,0,0,0,0,31002,0,0,0,0,0,0,0,0,0,0,0,0,0,189008,265560
